Ind,Exercise,Difficulty_Level,Target_Muscle_Group,Prime_Mover_Muscle,Primary_Equipment ,Secondary_Items,Posture,Single_or_Double_Arm,Continuous_or_Alternating_Arms,Grip,Load_Position_Ending,Continuous_or_Alternating_Legs ,Foot_Elevation,Combination_Exercises,Body_Region,Force_Type,Laterality,Primary_Exercise_Classification
2698,Macebell Order Step Up,Novice,Quadriceps,Quadriceps Femoris,Macebell,1,Standing,Double Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2699,Macebell Order Alternating Step Up,Novice,Quadriceps,Quadriceps Femoris,Macebell,1,Standing,Double Arm,Continuous,Neutral,Order,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2700,Barbell Zercher Step Up,Advanced,Quadriceps,Quadriceps Femoris,Barbell,1,Standing,Double Arm,Continuous,No Grip,Zercher,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2701,Barbell Zercher Alternating Step Up,Advanced,Quadriceps,Quadriceps Femoris,Barbell,1,Standing,Double Arm,Continuous,No Grip,Zercher,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2702,Bulgarian Bag Back Rack Step Up,Novice,Quadriceps,Quadriceps Femoris,Bulgarian Bag,1,Standing,Double Arm,Continuous,Neutral,Back Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2703,Bulgarian Bag Back Rack Alternating Step Up,Novice,Quadriceps,Quadriceps Femoris,Bulgarian Bag,1,Standing,Double Arm,Continuous,Neutral,Back Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2704,Sandbag Back Rack Step Up,Novice,Quadriceps,Quadriceps Femoris,Sandbag,1,Standing,Double Arm,Continuous,Neutral,Back Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2705,Sandbag Back Rack Alternating Step Up,Novice,Quadriceps,Quadriceps Femoris,Sandbag,1,Standing,Double Arm,Continuous,Neutral,Back Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2706,Sandbag Front Rack Step Up,Novice,Quadriceps,Quadriceps Femoris,Sandbag,1,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2707,Sandbag Front Rack Alternating Step Up,Novice,Quadriceps,Quadriceps Femoris,Sandbag,1,Standing,Double Arm,Continuous,Neutral,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2708,Plate Overhead Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Weight Plate,1,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2709,Plate Overhead Alternating Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Weight Plate,1,Standing,Double Arm,Continuous,Neutral,Overhead,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2710,Double Kettlebell Front Rack Alternating Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Standing,Double Arm,Continuous,Neutral,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2711,Double Kettlebell Bottoms Up Front Rack Alternating Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,1,Standing,Double Arm,Continuous,Bottoms Up,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2712,Double Kettlebell Overhead Alternating Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,1,Standing,Double Arm,Continuous,Pronated,Overhead,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2713,Double Kettlebell Bottoms Up Overhead Alternating Step Up,Advanced,Quadriceps,Quadriceps Femoris,Kettlebell,1,Standing,Double Arm,Continuous,Bottoms Up,Overhead,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2714,Suspension Alternating Hawaiian Squat,Intermediate,Quadriceps,Quadriceps Femoris,Suspension Trainer,0,Single Leg Standing,Double Arm,Continuous,Neutral,No Load,Alternating,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Unsorted*
2715,Double Kettlebell Suitcase Alternating Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Standing,Double Arm,Continuous,Neutral,Suitcase,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2716,Kettlebell Goblet Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Standing,Double Arm,Continuous,Goblet,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2717,Kettlebell Goblet Alternating Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Standing,Double Arm,Continuous,Goblet,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2718,Dumbbell Goblet Step Up,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,1,Standing,Double Arm,Continuous,Goblet,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2719,Dumbbell Goblet Alternating Step Up,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,1,Standing,Double Arm,Continuous,Goblet,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2720,Tire Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Tire,0,Single Leg Standing Bent Knee,No Arms,Continuous,No Grip,No Load,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2721,Tire Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Tire,0,Single Leg Standing Bent Knee,No Arms,Continuous,No Grip,No Load,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2722,Dumbbell Crush Grip Seated Good Morning,Novice,Back,Erector Spinae,Dumbbell,1,Seated,Double Arm,Continuous,Crush Grip,Low Hold,Continuous,No Elevation,Single Exercise,Unsorted*,Unsorted*,Bilateral,Bodybuilding
2723,Trap Bar Bottoms Up Z Press,Advanced,Shoulders,Anterior Deltoids,Trap Bar,0,Seated Floor,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
2724,Kettlebell Horn Grip Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Standing,Double Arm,Continuous,Horn Grip,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2725,Kettlebell Horn Grip Alternating Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Standing,Double Arm,Continuous,Horn Grip,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2726,Superband Assisted Reverse Nordic,Novice,Quadriceps,Quadriceps Femoris,Superband,0,Tall Kneeling,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Lower Body,Unsorted*,Bilateral,Unsorted*
2727,Single Arm Clubbell Mill to Reverse Mill,Advanced,Shoulders,Posterior Deltoids,Clubbell,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Upper Body,Pull,Unilateral,Ballistics
2728,Single Arm Macebell Mill to Reverse Mill,Advanced,Shoulders,Posterior Deltoids,Macebell,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Upper Body,Pull,Unilateral,Ballistics
2729,Alternating Single Arm Macebell Mill,Advanced,Shoulders,Posterior Deltoids,Macebell,0,Standing,Single Arm,Alternating,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Ballistics
2730,Single Arm Dumbbell Hang Power Clean,Intermediate,Glutes,Gluteus Maximus,Dumbbell,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Full Body,Unsorted*,Unilateral,Ballistics
2731,Alternating Single Arm Dumbbell Hang Power Clean,Intermediate,Glutes,Gluteus Maximus,Dumbbell,0,Standing,Single Arm,Alternating,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Full Body,Unsorted*,Unilateral,Ballistics
2732,Double Dumbbell Suitcase Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Suitcase,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2733,Double Dumbbell Front Rack Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2734,Double Kettlebell Front Rack Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2735,Double Kettlebell Suitcase Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Suitcase,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2736,Single Arm Kettlebell Suitcase Contralateral Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Suitcase,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Contralateral,Balance
2737,Single Arm Kettlebell Suitcase Ipsilateral Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Suitcase,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Ipsilateral,Balance
2738,Single Arm Kettlebell Front Rack Contralateral Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Contralateral,Balance
2739,Single Arm Kettlebell Front Rack Ipsilateral Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Ipsilateral,Balance
2740,Double Kettlebell Overhead Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Pronated,Overhead,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2741,Single Arm Kettlebell Overhead Contralateral Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Pronated,Overhead,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Contralateral,Balance
2742,Single Arm Kettlebell Overhead Ipsilateral Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Pronated,Overhead,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Ipsilateral,Balance
2743,Double Kettlebell Bottoms Up Front Rack Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Bottoms Up,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2744,Single Arm Kettlebell Bottoms Up Front Rack Contralateral Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Bottoms Up,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Contralateral,Balance
2745,Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Bottoms Up,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Ipsilateral,Balance
2746,Double Kettlebell Bottoms Up Overhead Russian Step Up,Advanced,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2747,Single Arm Kettlebell Bottoms Up Overhead Contralateral Russian Step Up,Advanced,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Bottoms Up,Overhead,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Contralateral,Balance
2748,Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Russian Step Up,Advanced,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Bottoms Up,Overhead,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Ipsilateral,Balance
2749,Barbell Back Rack Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Barbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Pronated,Back Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2750,Barbell Front Rack Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Barbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Pronated,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2751,Double Dumbbell Overhead Alternating Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Dumbbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Overhead,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2752,Single Arm Dumbbell Overhead Contralateral Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Dumbbell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Overhead,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Contralateral,Balance
2753,Barbell Overhead Alternating Russian Step Up,Advanced,Quadriceps,Quadriceps Femoris,Barbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Pronated,Overhead,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2754,Barbell Overhead Russian Step Up,Advanced,Quadriceps,Quadriceps Femoris,Barbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Pronated,Overhead,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2755,Single Arm Dumbbell Suitcase Contralateral Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Suitcase,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Contralateral,Balance
2756,Single Arm Dumbbell Suitcase Ipsilateral Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Suitcase,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Ipsilateral,Balance
2757,Single Arm Dumbbell Overhead Ipsilateral Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Dumbbell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Overhead,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Ipsilateral,Balance
2758,Double Clubbell Order Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Clubbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2759,Double Clubbell Order Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Clubbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Order,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2760,Single Arm Clubbell Order Contralateral Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Clubbell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Contralateral,Balance
2761,Single Arm Clubbell Order Ipsilateral Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Clubbell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Ipsilateral,Balance
2762,Bodyweight Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Bodyweight,1,Single Leg Standing Bent Knee,No Arms,Continuous,No Grip,No Load,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2763,Bodyweight Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Bodyweight,1,Single Leg Standing Bent Knee,No Arms,Continuous,No Grip,No Load,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2764,Clubbell Order Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Clubbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2765,Clubbell Order Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Clubbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Order,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2766,Barbell Back Rack Alternating Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Barbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Pronated,Back Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2767,Barbell Front Rack Alternating Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Barbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Pronated,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2768,Double Dumbbell Suitcase Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Suitcase,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2769,Double Dumbbell Front Rack Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2770,Double Dumbbell Overhead Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Dumbbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Overhead,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2771,Single Arm Dumbbell Front Rack Contralateral Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Contralateral,Balance
2772,Single Arm Dumbbell Front Rack Ipsilateral Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Ipsilateral,Balance
2773,Single Arm Macebell Order Contralateral Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Macebell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Contralateral,Balance
2774,Single Arm Macebell Order Ipsilateral Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Macebell,1,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Ipsilateral,Balance
2775,Macebell Order Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Macebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2776,Macebell Order Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Macebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Order,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2777,Barbell Zercher Russian Step Up,Advanced,Quadriceps,Quadriceps Femoris,Barbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,No Grip,Zercher,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2778,Barbell Zercher Alternating Russian Step Up,Advanced,Quadriceps,Quadriceps Femoris,Barbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,No Grip,Zercher,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2779,Bulgarian Bag Back Rack Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Bulgarian Bag,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Back Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2780,Bulgarian Bag Back Rack Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Bulgarian Bag,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Back Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2781,Sandbag Back Rack Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Sandbag,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Back Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2782,Sandbag Back Rack Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Sandbag,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Back Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2783,Sandbag Front Rack Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Sandbag,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2784,Sandbag Front Rack Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Sandbag,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2785,Plate Overhead Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Weight Plate,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Overhead,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2786,Plate Overhead Alternating Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Weight Plate,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Overhead,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2787,Double Kettlebell Front Rack Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2788,Double Kettlebell Bottoms Up Front Rack Alternating Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Bottoms Up,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2789,Double Kettlebell Overhead Alternating Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Pronated,Overhead,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2790,Double Kettlebell Bottoms Up Overhead Alternating Russian Step Up,Advanced,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Bottoms Up,Overhead,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2791,Double Kettlebell Suitcase Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Suitcase,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2792,Kettlebell Goblet Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Goblet,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2793,Kettlebell Goblet Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Goblet,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2794,Dumbbell Goblet Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Goblet,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2795,Dumbbell Goblet Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Goblet,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2796,Kettlebell Horn Grip Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Horn Grip,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2797,Kettlebell Horn Grip Alternating Russian Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Horn Grip,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2798,Miniband Hip Thrust,Beginner,Glutes,Gluteus Maximus,Miniband,1,Bridge,No Arms,Continuous,No Grip,No Load,Continuous,No Elevation,Single Exercise,Lower Body,Unsorted*,Bilateral,Bodybuilding
2799,Heavy Sandbag Bear Hug Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Heavy Sandbag,1,Standing,Double Arm,Continuous,Neutral,Bear Hug,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2800,Heavy Sandbag Bear Hug Alternating Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Heavy Sandbag,1,Standing,Double Arm,Continuous,Neutral,Bear Hug,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2801,Heavy Sandbag Bear Hug Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Heavy Sandbag,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Bear Hug,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
